DATA, AA, ACAP, AEXP, B, DOCU, ETAT, KLOC, PCAP, PCON, PMAT, PR, PREC, PVOL, RELY, RESL, RUSE, SCED, SITE, STOR, TEAM, TIME, TOOL, CPLX, FLEX, LTEX, PLEX, EFFORT-, MONTHS-, DEFECTS-, RISKS-
4.773,4.172,3.015,2.007,4.342,2.734,1.542,340.403,4.433,1.74,2.178,1.389,3.792,2.583,3.35,1.403,2.247,3.0,4.286,3.306,3.935,3.05,2.0,2.433,1.466,3.237,2.751,1930.822,37.982,10703.305,0.0
3.206,2.532,3.495,2.148,9.82,1.876,1.108,376.53,4.935,3.646,2.766,3.88,2.06,2.259,1.72,1.423,2.365,3.0,2.641,3.067,2.513,3.747,2.0,1.49,4.169,3.203,1.514,573.003,26.274,19129.659,2.145
3.12,4.408,4.127,3.927,8.476,3.842,1.641,84.543,3.05,3.645,2.301,1.45,2.931,3.838,2.5,1.193,2.015,3.0,2.914,3.147,3.392,3.196,2.0,1.289,1.664,3.036,1.489,365.862,23.386,3320.715,1.072
2.374,1.63,3.601,4.295,9.308,3.435,4.679,229.369,3.929,4.351,2.19,1.498,3.704,2.353,1.358,2.937,5.397,3.0,4.752,3.538,2.261,3.291,2.0,2.826,2.001,2.535,1.091,339.237,21.806,6439.591,1.072
4.068,2.332,3.445,4.199,7.001,2.765,3.822,237.389,4.67,2.931,2.871,1.381,4.706,2.323,2.648,1.591,2.615,3.0,2.37,3.527,2.283,3.779,2.0,3.252,4.962,3.714,3.087,836.748,28.227,7449.326,0.536
3.105,2.825,3.23,4.641,7.751,4.513,2.287,272.345,3.376,1.625,2.206,3.354,4.9,4.863,2.187,4.281,2.345,3.0,5.594,3.999,2.96,3.122,2.0,1.057,2.549,3.591,1.897,690.583,26.154,2963.543,0.0
4.89,3.072,3.623,4.951,5.827,2.444,2.34,240.319,3.946,1.883,2.058,3.795,1.705,3.914,2.058,4.857,5.278,3.0,3.409,3.733,4.945,3.401,2.0,2.59,1.464,2.804,1.345,1328.007,32.388,7695.421,0.0
4.633,1.901,3.053,4.225,9.82,2.964,2.205,341.217,3.494,4.955,2.167,3.625,2.809,2.239,2.024,2.134,3.894,3.0,5.896,3.318,2.197,3.77,2.0,3.869,3.017,1.014,2.765,746.634,28.174,8401.159,0.268
2.887,2.641,4.525,4.245,3.791,4.36,1.993,64.848,3.144,1.641,2.985,3.683,1.513,4.274,2.997,4.509,4.043,3.0,3.105,3.851,1.405,3.142,2.0,3.456,2.362,1.07,2.67,355.335,22.17,4184.1,0.804
3.609,3.017,3.304,4.917,9.588,4.92,1.091,15.002,3.024,2.805,2.785,1.314,2.084,2.866,1.64,3.984,2.855,3.0,3.623,3.192,1.663,3.848,2.0,2.938,4.966,1.635,1.661,100.156,14.936,1033.326,1.34
4.33,5.346,3.201,4.943,9.41,3.028,2.648,87.426,3.566,2.32,2.884,4.251,1.72,2.192,2.514,1.14,4.312,3.0,2.258,3.498,2.516,3.728,2.0,3.72,3.113,1.395,3.666,540.55,25.947,3603.743,0.268
3.012,2.03,3.727,4.342,4.869,1.433,5.171,84.14,4.122,1.471,2.564,1.131,1.29,3.062,1.088,1.214,5.498,3.0,2.666,3.845,4.044,3.419,2.0,1.77,1.26,1.86,3.047,265.664,20.591,7136.566,2.145
4.176,5.724,3.333,3.03,9.6,3.19,3.093,133.832,4.788,4.541,2.52,5.822,1.067,2.708,2.566,3.394,4.949,3.0,1.479,3.036,2.308,3.032,2.0,1.917,3.353,1.741,3.229,456.949,24.455,2299.744,1.34
2.147,1.992,4.809,4.558,9.345,4.934,2.356,71.13,4.746,3.508,2.41,2.026,4.974,2.187,3.609,2.568,4.679,3.0,2.979,3.898,3.298,3.487,2.0,3.113,1.734,3.784,2.718,208.378,18.672,924.593,0.0
2.267,2.553,4.237,2.699,7.374,2.023,1.182,227.483,4.853,4.34,2.683,4.934,3.193,3.481,2.44,4.131,5.112,3.0,3.994,3.734,3.399,3.823,2.0,3.707,1.209,1.473,1.757,771.726,27.915,7002.72,1.072
3.479,1.56,4.85,2.001,9.877,1.567,4.073,164.227,3.269,1.833,2.289,4.699,1.617,2.818,3.108,4.069,3.349,3.0,4.631,3.567,2.176,3.008,2.0,1.268,3.244,1.791,2.901,379.345,22.623,4445.396,0.804
4.781,4.999,4.063,2.94,8.225,1.309,2.175,259.21,4.511,3.079,2.15,1.058,3.531,3.655,2.306,2.729,3.442,3.0,3.435,3.19,4.81,3.462,2.0,2.655,2.813,2.736,2.1,800.568,27.881,8941.632,1.072
3.867,3.056,3.61,4.483,8.671,1.216,1.929,116.118,4.478,1.077,2.503,3.75,4.605,4.247,2.08,1.744,2.578,3.0,4.555,3.388,1.154,3.939,2.0,3.883,1.899,3.814,1.503,321.48,21.752,5328.43,0.536
4.761,3.006,3.973,2.441,7.1,3.303,3.681,292.562,4.411,3.451,2.826,1.759,1.883,3.347,1.609,2.207,2.422,3.0,3.326,3.495,1.201,3.209,2.0,2.755,2.34,2.384,2.158,988.456,31.564,22093.901,2.145
4.357,4.206,4.064,3.951,5.461,3.979,1.822,303.395,3.938,1.935,2.305,2.902,3.272,4.639,3.571,4.931,5.245,3.0,4.397,3.452,3.758,3.968,2.0,1.688,3.14,1.213,2.832,1176.533,30.715,7916.91,0.804
3.983,2.098,3.973,3.298,6.304,2.159,5.422,84.671,3.172,1.223,2.048,4.215,2.477,2.291,2.116,2.469,5.148,3.0,5.148,3.503,1.855,3.171,2.0,1.879,3.529,3.366,3.583,236.861,19.927,1630.603,0.0
3.386,4.907,3.171,2.539,9.709,4.961,3.626,331.329,3.866,1.952,2.898,2.359,2.109,3.869,2.527,4.158,2.525,3.0,3.984,3.125,3.36,3.465,2.0,2.503,1.431,1.594,2.695,1139.247,31.133,9751.467,0.268
3.358,1.886,4.163,4.746,6.288,1.394,2.015,229.249,4.22,4.677,2.776,4.288,2.893,4.387,1.73,4.519,5.495,3.0,4.386,3.283,4.672,3.158,2.0,2.784,3.14,2.28,3.237,522.121,24.27,3156.412,2.145
4.223,1.865,4.964,2.778,6.251,1.095,5.909,177.487,3.632,3.705,2.762,4.594,4.081,3.328,3.883,3.246,2.193,3.0,2.497,3.473,1.777,3.932,2.0,3.282,3.603,1.188,1.458,971.304,29.94,5453.87,1.072
4.496,4.535,3.573,3.373,5.405,4.249,5.853,271.21,4.909,3.882,2.566,3.529,1.853,2.774,3.613,4.669,3.379,3.0,1.017,3.753,1.252,3.699,2.0,2.387,4.27,1.764,2.08,2152.366,38.502,8185.942,0.536
2.297,2.71,3.254,2.188,3.152,4.127,5.452,276.746,4.311,3.508,2.992,1.213,4.919,3.042,2.964,4.101,5.452,3.0,2.618,3.618,2.004,3.307,2.0,2.123,3.801,1.265,2.965,1451.437,32.362,10137.134,0.536
4.121,3.148,4.478,3.087,6.876,3.257,1.46,326.206,3.423,3.572,2.708,4.784,1.685,4.508,3.288,2.373,2.726,3.0,4.996,3.221,2.062,3.022,2.0,1.813,2.129,3.255,3.656,769.885,28.767,5663.344,0.536
2.161,4.352,4.392,4.768,5.016,2.928,2.733,341.921,4.687,1.803,2.056,2.066,3.264,4.97,1.361,4.238,2.346,3.0,3.548,3.811,2.468,3.074,2.0,2.652,1.224,2.767,3.874,1073.643,31.334,10337.921,2.145
2.61,4.121,4.824,4.459,5.721,4.924,5.08,312.246,4.672,3.11,2.946,5.747,1.073,4.572,2.982,1.02,3.847,3.0,2.153,3.824,2.367,3.958,2.0,2.031,3.294,3.528,1.928,1644.224,36.456,4714.988,1.072
2.261,2.024,4.247,4.337,3.291,1.287,3.759,74.515,3.73,1.441,2.196,3.095,3.821,2.009,3.339,4.496,2.627,3.0,4.753,3.855,3.488,3.556,2.0,1.317,4.023,3.269,1.86,135.37,15.899,927.354,0.536
2.431,4.267,4.241,2.453,4.204,2.371,3.657,87.975,3.504,1.216,2.391,3.683,3.313,2.827,3.234,3.676,2.225,3.0,5.394,3.301,2.67,3.365,2.0,1.017,4.005,2.549,3.006,187.497,17.987,1018.028,0.536
2.062,2.696,4.134,3.81,4.538,3.514,5.701,335.115,3.805,4.307,2.709,5.252,3.984,4.239,1.559,1.794,4.614,3.0,5.849,3.752,4.206,3.781,2.0,2.923,2.83,2.436,1.7,689.666,26.82,2479.251,1.609
4.267,2.411,3.415,4.687,9.114,4.612,2.263,121.157,3.876,4.757,2.557,2.185,1.096,2.471,3.459,4.748,3.528,3.0,4.525,3.278,2.559,3.11,2.0,1.056,4.101,2.858,3.811,248.385,19.454,1523.544,0.0
2.491,2.923,4.008,3.836,3.383,2.894,1.736,28.913,3.473,3.77,2.086,1.396,2.965,4.069,1.752,3.899,3.903,3.0,3.235,3.907,2.774,3.135,2.0,3.178,3.034,2.185,3.885,82.503,14.178,1696.715,1.609
4.211,1.562,3.626,3.567,9.357,1.892,3.873,36.821,4.578,3.087,2.377,4.507,2.472,3.955,2.157,3.604,3.599,3.0,2.252,3.248,4.278,3.742,2.0,3.478,4.213,1.904,2.158,218.283,18.618,1622.454,0.536
3.441,1.075,4.579,4.751,8.142,3.027,4.239,42.948,4.271,4.295,2.493,1.828,1.877,2.029,1.971,2.949,3.31,3.0,2.827,3.58,4.258,3.557,2.0,3.837,2.674,1.113,1.645,115.294,15.622,1556.883,2.145
3.866,1.018,4.563,4.022,9.388,2.132,4.684,192.438,3.431,3.642,2.949,5.706,2.015,4.174,3.522,4.125,3.379,3.0,1.313,3.463,2.663,3.743,2.0,1.329,4.832,3.731,1.038,547.366,24.612,3487.072,0.804
3.288,5.656,4.791,2.782,6.686,4.98,5.488,265.207,3.249,3.82,2.543,3.415,2.348,2.957,2.761,4.2,3.872,3.0,1.966,3.855,2.366,3.252,2.0,1.621,4.577,1.074,3.846,845.397,28.134,5184.085,1.609
2.508,3.392,4.415,3.926,8.877,4.472,3.756,203.946,4.681,1.079,2.014,2.846,2.61,2.191,2.223,3.081,2.589,3.0,4.722,3.822,3.389,3.802,2.0,2.542,2.146,2.715,1.136,452.917,23.88,3978.789,1.072
3.925,4.679,3.513,3.062,4.174,3.42,2.019,81.767,3.741,3.726,2.949,1.423,1.962,4.816,1.13,1.019,5.307,3.0,5.317,3.509,1.828,3.33,2.0,3.865,2.64,2.917,3.192,334.077,22.455,5031.728,1.072
3.836,4.846,4.996,2.651,7.959,1.504,5.117,249.464,4.169,3.12,2.733,5.216,3.591,2.249,1.806,4.893,2.912,3.0,5.658,3.306,2.557,3.901,2.0,2.52,3.683,2.712,2.509,250.155,19.084,1317.436,2.145
2.56,3.174,3.869,4.811,9.944,3.906,5.618,199.651,4.969,4.654,2.524,1.228,4.634,2.201,1.736,1.395,2.505,3.0,3.042,3.999,4.547,3.273,2.0,3.352,4.585,3.954,2.813,228.645,18.784,1502.275,1.609
2.577,2.607,3.772,4.344,3.16,2.752,2.287,311.733,3.878,1.367,2.397,4.554,3.074,2.805,2.206,4.733,5.886,3.0,1.313,3.396,3.631,3.0,2.0,1.322,1.548,2.6,2.336,1083.37,30.15,10195.623,0.0
3.256,5.193,4.045,4.7,4.117,2.144,3.603,216.447,4.494,3.177,2.037,4.271,4.277,3.871,2.737,2.22,2.13,3.0,1.053,3.933,2.344,3.227,2.0,1.152,2.612,3.778,3.907,322.273,21.323,3125.675,2.413
2.301,5.002,3.647,2.01,8.522,4.708,2.33,213.249,4.844,4.51,2.402,3.525,4.109,3.766,3.647,1.513,4.054,3.0,3.081,3.781,4.221,3.366,2.0,3.387,1.735,2.908,2.064,952.131,30.087,3620.435,0.0
4.088,4.843,4.28,3.311,9.973,3.168,3.373,143.573,4.532,1.822,2.704,2.37,3.338,3.98,3.73,4.349,5.77,3.0,2.101,3.595,3.684,3.329,2.0,1.515,3.561,3.182,1.013,585.44,24.702,4497.773,1.072
3.775,1.167,4.389,3.967,9.251,1.651,1.387,24.735,3.656,1.508,2.497,5.166,1.535,4.936,3.564,2.948,2.11,3.0,5.528,3.501,1.111,3.298,2.0,3.642,2.376,2.458,3.7,141.112,17.343,802.892,0.0
2.201,4.996,4.889,2.79,9.224,1.957,1.536,79.992,3.728,1.111,2.891,5.307,2.719,3.694,1.607,3.149,5.569,3.0,5.012,3.351,4.726,3.68,2.0,1.851,4.428,1.291,2.961,246.814,18.936,1218.113,2.413
4.081,4.843,4.183,4.778,8.788,1.032,2.156,41.818,4.45,1.233,2.13,4.345,3.701,4.226,2.084,4.452,2.056,3.0,5.991,3.771,2.773,3.554,2.0,1.929,3.838,2.325,1.513,64.644,12.886,487.382,2.145
3.681,3.761,4.398,4.435,7.76,4.869,5.931,34.683,4.683,2.056,2.01,3.833,3.485,2.132,2.78,3.619,4.285,3.0,2.635,3.677,1.411,3.623,2.0,1.761,3.59,1.75,3.413,137.25,16.411,717.037,2.413
2.187,3.203,3.033,4.975,6.454,2.151,3.865,389.664,3.942,4.418,2.409,4.926,4.955,3.348,1.264,1.562,5.063,3.0,5.302,3.645,2.246,3.138,2.0,3.328,4.597,1.464,1.465,572.066,24.989,6019.125,1.34
3.335,5.165,4.04,3.965,8.062,1.419,2.052,374.284,4.357,4.425,2.35,5.323,1.956,2.21,3.287,4.581,5.562,3.0,3.736,3.86,3.681,3.812,2.0,1.201,2.791,1.263,3.608,744.445,27.144,3537.199,1.072
2.889,4.55,3.254,4.064,5.911,4.2,3.496,183.739,4.985,4.88,2.111,5.464,3.778,3.181,2.217,1.18,3.795,3.0,1.207,3.78,1.905,3.514,2.0,3.699,3.22,3.196,3.502,672.486,27.569,3273.409,1.072
3.289,2.074,4.519,3.433,9.765,3.591,4.721,225.368,3.458,4.871,2.552,4.249,3.525,4.239,2.337,3.312,3.535,3.0,2.555,3.79,4.927,3.293,2.0,2.388,3.449,1.711,3.009,737.437,26.501,3388.637,0.804
4.355,5.316,3.382,2.218,4.968,4.009,2.261,357.789,4.93,4.4,2.398,1.439,4.117,4.171,3.146,2.021,2.135,3.0,5.637,3.579,1.671,3.402,2.0,3.31,4.321,1.086,1.046,2706.858,40.785,10431.749,0.536
2.978,5.04,4.842,4.785,4.736,4.835,4.398,28.173,3.301,3.621,2.877,3.353,1.977,3.31,3.23,4.601,5.21,3.0,4.31,3.248,1.191,3.135,2.0,2.396,1.488,2.514,3.702,97.988,15.187,297.445,0.0
3.396,3.33,3.909,3.598,7.643,3.674,1.093,220.721,4.498,1.323,2.245,1.788,3.671,4.687,3.775,3.006,5.313,3.0,1.953,3.777,1.025,3.256,2.0,2.757,4.016,3.489,1.746,1868.437,36.731,21704.296,0.536
4.68,3.791,3.302,4.34,5.215,2.239,5.501,344.657,4.503,1.891,2.928,2.379,1.689,4.263,2.922,2.847,3.88,3.0,4.421,3.94,4.939,3.373,2.0,1.667,4.654,2.637,2.394,995.016,29.466,6322.377,1.072
4.467,1.399,3.511,3.413,4.793,4.151,4.136,347.712,3.229,4.84,2.247,5.716,2.962,3.257,1.413,2.676,4.112,3.0,2.404,3.53,3.262,3.281,2.0,1.704,1.001,1.068,3.642,1332.558,34.34,7642.982,1.34
2.572,1.772,4.584,2.388,3.834,2.303,2.944,235.289,4.188,1.588,2.76,4.558,4.873,3.973,3.546,2.538,3.557,3.0,3.379,3.117,2.176,3.929,2.0,3.444,1.191,2.484,2.086,1207.997,32.314,8909.327,0.0
2.244,4.839,3.261,2.499,8.792,3.846,1.12,84.788,3.583,4.569,2.51,1.455,1.611,4.523,2.702,2.076,5.725,3.0,1.997,3.386,3.337,3.413,2.0,3.404,4.75,2.677,3.969,412.662,23.093,5979.908,0.0
4.5,4.586,4.188,4.914,9.063,4.566,1.157,294.193,3.281,1.865,2.353,2.876,3.839,4.74,3.37,1.604,2.36,3.0,2.408,3.578,3.111,3.527,2.0,3.852,4.573,2.408,3.493,1110.118,30.886,11747.947,0.0
3.553,4.856,4.451,4.011,6.619,2.783,3.781,388.003,4.629,4.925,2.901,1.594,3.178,4.7,3.439,1.776,5.743,3.0,2.331,3.757,2.638,3.42,2.0,2.482,1.087,2.689,3.366,1358.959,34.718,11335.097,0.0
4.905,5.781,3.694,3.631,6.745,3.0,1.387,153.471,4.383,1.393,2.044,2.752,3.758,4.617,3.799,3.825,2.934,3.0,2.177,3.658,2.804,3.169,2.0,1.943,4.526,2.374,3.196,777.276,27.236,6117.942,0.536
3.391,5.843,4.069,3.633,8.831,4.777,2.766,69.158,3.923,4.772,2.475,4.297,3.419,2.429,3.463,1.358,3.608,3.0,5.899,3.353,4.405,3.861,2.0,3.711,2.788,3.959,3.752,81.58,13.896,199.417,0.0
3.345,5.646,4.137,3.292,4.461,3.201,5.344,114.385,4.145,2.573,2.049,5.236,3.164,2.586,1.264,4.054,2.577,3.0,4.727,3.468,3.916,3.412,2.0,2.944,3.762,1.178,2.637,387.131,22.287,1036.024,2.145
4.651,5.171,4.107,4.5,4.193,2.087,5.745,270.521,3.52,3.241,2.838,3.095,2.051,3.545,3.386,4.269,5.773,3.0,5.974,3.833,3.995,3.725,2.0,3.439,1.528,2.829,3.531,914.224,29.285,1607.402,0.0
2.859,3.983,3.248,3.666,3.133,2.297,1.82,125.736,4.019,4.197,2.071,4.415,4.919,4.689,3.452,2.668,2.084,3.0,2.559,3.837,2.98,3.379,2.0,2.887,1.373,3.745,3.333,432.433,23.416,2310.128,0.0
4.671,2.576,4.643,2.814,3.551,1.348,2.616,317.128,4.938,2.411,2.391,1.687,1.786,2.226,2.735,4.55,3.389,3.0,5.696,3.718,2.218,3.999,2.0,3.451,3.897,3.681,1.774,702.623,26.674,8858.739,1.072
4.267,5.115,4.394,2.7,5.954,4.907,3.404,50.302,4.762,1.681,2.181,2.669,3.932,3.244,1.925,1.53,5.925,3.0,4.994,3.283,1.601,3.842,2.0,3.33,1.308,3.23,1.837,305.116,21.953,1603.165,2.681
2.885,4.235,3.092,2.66,9.681,4.778,4.29,374.447,4.239,1.783,2.038,3.976,1.475,4.009,1.979,3.215,3.546,3.0,1.205,3.655,4.237,3.055,2.0,3.976,2.94,3.628,2.09,1578.634,34.293,14920.042,1.609
3.368,5.449,4.367,3.129,3.178,4.949,1.006,135.092,4.243,3.589,2.456,4.351,3.473,2.017,2.972,2.42,5.558,3.0,5.74,3.851,4.431,3.686,2.0,1.154,3.036,2.156,2.183,307.875,20.83,709.374,2.145
3.697,4.368,3.719,3.834,5.264,1.02,3.567,318.533,4.222,1.245,2.257,5.533,3.788,2.941,3.631,2.262,3.328,3.0,2.109,3.627,2.638,3.394,2.0,2.557,1.895,2.257,2.974,1720.701,36.785,7919.618,0.0
2.844,4.557,4.878,2.322,7.792,1.723,1.661,243.184,4.432,1.712,2.702,1.374,3.01,4.483,3.693,4.785,2.963,3.0,5.09,3.055,1.586,3.283,2.0,1.217,4.247,1.386,1.207,386.532,22.147,9081.709,1.609
2.936,2.894,3.62,3.709,4.705,2.093,3.897,179.053,3.479,4.207,2.522,1.239,3.645,3.262,2.625,2.187,3.118,3.0,3.617,3.783,2.161,3.116,2.0,1.048,2.954,3.174,1.681,401.236,23.182,6428.754,0.0
2.13,5.649,4.205,3.872,8.942,3.669,4.228,356.187,3.741,2.399,2.078,2.378,1.676,4.634,3.506,1.783,4.787,3.0,4.715,3.0,1.845,3.883,2.0,2.379,4.782,1.026,3.685,906.502,29.706,11203.438,0.268
3.047,2.514,3.228,3.826,5.064,1.761,3.005,332.301,3.779,4.392,2.305,2.202,3.6,2.248,1.288,4.84,2.493,3.0,5.934,3.99,4.042,3.939,2.0,2.05,4.416,1.107,1.328,389.013,21.727,4773.6,1.34
4.693,3.898,3.006,3.886,6.854,2.126,1.542,196.575,3.282,2.038,2.27,5.854,1.619,2.92,1.781,3.062,2.29,3.0,1.319,3.843,1.057,3.71,2.0,2.51,3.949,2.311,2.532,1090.559,32.172,12362.006,1.609
2.305,5.251,4.552,4.951,9.086,4.94,2.664,362.273,4.252,1.47,2.255,3.468,4.188,4.75,3.821,2.674,2.927,3.0,3.311,3.191,1.044,3.679,2.0,2.301,1.441,3.162,3.87,1151.455,32.42,5672.012,0.0
4.113,2.706,4.854,2.194,3.668,1.856,5.191,164.745,4.407,4.403,2.128,5.788,2.577,3.001,3.11,3.824,2.348,3.0,1.226,3.176,4.78,3.194,2.0,3.38,1.351,1.052,1.831,498.504,24.241,2614.498,0.0
2.884,4.098,3.686,4.608,7.8,1.454,4.622,342.027,3.851,1.587,2.227,3.314,2.903,4.998,3.749,2.854,4.672,3.0,6.0,3.687,3.013,3.388,2.0,2.679,3.603,3.805,2.135,949.717,29.631,3856.975,0.0
2.781,4.868,4.137,3.803,9.235,3.401,5.198,262.866,4.402,3.107,2.885,4.176,2.343,2.451,3.101,3.685,5.574,3.0,5.638,3.112,1.096,3.321,2.0,2.748,4.489,1.701,2.219,534.403,24.901,2436.28,0.0
2.569,2.463,3.33,4.644,9.641,2.832,5.16,154.947,4.439,3.289,2.006,2.435,4.675,4.464,3.644,1.886,4.004,3.0,3.099,3.692,1.296,3.028,2.0,2.522,4.733,1.655,1.275,466.283,23.983,7204.791,0.0
2.076,5.008,4.902,2.486,3.983,1.122,3.288,307.953,3.469,3.976,2.397,5.628,2.641,4.363,1.933,2.186,2.462,3.0,3.066,3.292,2.14,3.785,2.0,3.775,4.872,3.044,3.838,710.517,27.178,7177.054,1.609
4.836,2.051,4.846,2.05,3.63,4.111,4.579,367.836,3.187,4.299,2.676,2.349,3.001,4.17,3.163,2.593,3.284,3.0,4.331,3.407,4.334,3.863,2.0,2.608,4.951,2.503,3.066,974.735,29.229,7480.701,0.0
3.863,4.167,4.427,4.966,3.488,1.894,1.152,159.129,4.077,3.517,2.087,1.993,2.712,3.054,1.84,3.582,3.156,3.0,1.081,3.087,1.187,3.509,2.0,1.012,1.095,3.06,3.806,353.272,22.618,7956.902,3.753
2.992,3.136,4.485,3.499,4.507,4.711,4.498,359.452,3.098,3.106,2.043,5.926,3.675,2.105,1.866,4.711,4.098,3.0,3.319,3.019,4.637,3.11,2.0,3.806,2.552,3.114,2.096,1085.691,29.775,2244.362,1.609
2.283,3.007,3.79,2.054,5.395,2.37,5.48,271.382,4.76,2.867,2.184,3.575,1.16,4.213,3.65,4.179,5.917,3.0,3.841,3.565,3.495,3.684,2.0,1.879,4.726,1.827,2.227,1291.218,32.514,8437.992,0.536
3.169,1.677,4.568,3.959,9.783,2.097,5.927,93.001,4.085,3.379,2.181,5.663,3.656,4.044,3.667,4.15,5.824,3.0,5.022,3.943,4.88,3.844,2.0,2.425,2.015,1.469,1.707,300.029,20.577,727.854,0.0
3.044,5.22,4.079,4.796,4.539,4.025,1.83,139.754,4.676,2.393,2.526,4.417,2.916,4.835,3.114,4.627,3.694,3.0,2.506,3.138,2.427,3.713,2.0,3.922,2.022,2.593,3.9,684.935,26.792,2847.445,0.0
2.343,3.733,3.238,2.426,8.445,4.775,3.937,73.356,3.831,2.186,2.986,2.666,1.185,3.263,2.839,4.363,3.071,3.0,3.92,3.398,2.85,3.957,2.0,2.511,4.46,2.678,1.487,409.768,22.986,2397.508,0.0
3.44,2.552,4.365,2.974,9.156,4.235,1.428,131.227,4.842,4.778,2.254,4.599,3.407,2.107,3.161,2.3,5.59,3.0,3.813,3.101,4.574,3.806,2.0,1.572,4.192,2.235,1.027,334.984,21.072,1564.566,1.072
3.954,1.848,3.154,4.855,9.061,4.215,3.754,317.944,3.634,1.027,2.309,4.885,2.395,4.025,3.389,3.7,4.231,3.0,4.865,3.862,3.69,3.47,2.0,1.582,2.981,3.521,2.389,1073.89,30.898,3919.223,0.0
4.428,1.762,3.257,4.458,8.078,3.052,5.539,320.687,3.945,4.344,2.038,1.562,4.064,4.95,1.293,1.962,4.858,3.0,3.16,3.671,3.843,3.756,2.0,1.737,1.213,1.764,2.814,903.368,29.699,14533.28,1.34
2.186,4.323,4.707,2.62,4.523,1.486,4.396,268.063,4.292,1.509,2.525,2.748,4.714,3.914,3.98,2.333,3.9,3.0,4.283,3.37,1.153,3.884,2.0,3.977,1.061,3.777,1.758,990.307,31.507,7543.959,0.536
3.709,1.354,3.298,2.337,5.79,1.752,1.144,26.147,3.157,3.457,2.889,1.702,1.945,2.139,3.253,1.996,3.619,3.0,1.953,3.763,3.579,3.671,2.0,2.122,3.248,1.089,2.41,192.835,18.325,3433.725,0.268
3.478,2.537,3.955,3.42,8.28,3.883,4.979,361.878,4.678,3.377,2.422,3.47,3.835,4.159,2.603,3.142,5.888,3.0,1.962,3.226,3.162,3.958,2.0,1.001,2.782,1.088,3.809,1103.959,30.82,12011.895,1.072
2.122,5.809,4.777,4.598,3.887,2.568,1.159,347.587,4.241,4.711,2.342,4.682,1.744,4.153,1.758,2.517,5.551,3.0,3.18,3.633,2.2,3.933,2.0,3.121,2.525,2.421,1.886,844.285,29.843,10442.611,2.145
4.126,4.536,4.6,2.101,5.382,4.066,4.058,39.537,3.558,2.564,2.333,1.796,1.641,2.923,1.143,4.798,3.736,3.0,2.492,3.992,2.562,3.314,2.0,3.458,1.005,3.652,2.533,241.913,20.206,1966.465,1.609
2.281,5.904,4.909,3.467,7.286,3.63,2.825,276.916,3.406,4.172,2.121,2.856,1.291,2.272,3.368,4.843,5.8,3.0,1.137,3.792,3.208,3.26,2.0,1.777,3.282,3.281,1.774,1188.516,32.239,6559.001,0.536
4.469,3.75,4.067,4.312,7.086,3.687,3.858,17.365,3.847,1.693,2.173,2.301,3.216,2.936,3.599,4.158,2.735,3.0,5.763,3.539,1.961,3.139,2.0,2.351,1.747,3.663,3.389,67.145,13.394,155.946,0.0
4.225,1.884,4.617,4.022,7.291,2.722,1.233,313.047,4.876,3.021,2.981,4.162,4.479,3.467,3.953,3.985,4.706,3.0,5.868,3.257,3.255,3.084,2.0,2.059,2.777,1.608,2.371,495.445,23.666,2571.799,0.0
2.636,5.515,4.867,4.068,7.914,4.548,1.998,292.877,3.84,1.385,2.876,4.718,2.987,2.187,1.523,4.462,3.401,3.0,1.988,3.646,2.535,3.345,2.0,1.399,3.548,1.5,3.816,650.218,25.898,5099.378,2.681
3.841,1.889,4.047,3.02,8.423,3.296,4.682,12.937,3.398,2.159,2.487,1.268,2.468,4.153,1.363,4.659,5.943,3.0,2.669,3.042,1.246,3.826,2.0,3.601,3.118,1.681,1.282,150.503,16.874,2109.089,2.145
4.588,3.985,3.524,2.1,4.616,2.613,5.455,247.184,3.903,1.081,2.509,4.42,2.01,3.882,3.435,1.659,5.132,3.0,1.173,3.486,1.918,3.346,2.0,2.642,4.937,2.808,3.291,2364.668,40.758,16141.783,1.072
4.797,4.262,4.876,4.536,5.488,3.805,4.047,391.075,3.564,1.933,2.445,2.083,4.63,2.295,2.811,1.214,3.424,3.0,5.298,3.176,1.884,3.569,2.0,1.932,1.164,3.913,1.181,938.875,31.044,4576.169,1.072
2.429,4.662,4.41,4.49,3.861,4.39,4.137,256.67,3.938,1.822,2.567,3.364,2.67,4.137,1.695,1.366,5.636,3.0,4.546,3.007,2.923,3.733,2.0,3.307,3.664,2.596,2.934,1081.663,31.737,6315.645,1.609
3.695,4.526,3.699,4.869,6.059,2.586,4.177,265.24,3.957,4.204,2.881,1.028,3.875,2.925,1.054,1.173,5.356,3.0,4.279,3.106,4.059,3.048,2.0,2.53,3.112,3.951,1.24,808.483,28.164,3949.985,1.072
4.401,1.895,3.07,4.949,7.099,1.353,4.441,139.161,4.545,2.661,2.074,4.253,1.416,4.066,1.104,3.574,2.076,3.0,5.466,3.638,1.338,3.201,2.0,1.774,1.048,3.863,1.384,236.9,20.419,2860.841,2.145
2.044,5.079,4.007,3.911,5.716,2.476,3.826,110.537,3.579,1.917,2.634,5.895,3.355,3.725,1.916,3.418,4.746,3.0,2.36,3.563,3.632,3.468,2.0,1.958,4.421,2.779,1.846,473.773,23.193,1755.687,2.145
