 AA, CPLX, DOCU, FLEX, KLOC, PR, RUSE, EFFORT-, MONTHS-, DEFECTS-, RISKS-
2.139,3.405,2.854,4.103,138.415,5.952,4.13,592.03,24.489,968.908,0.0
4.002,1.796,3.817,2.359,181.916,4.291,3.975,822.781,29.448,2550.827,0.804
1.528,2.781,2.13,2.121,121.455,3.995,5.106,284.736,21.063,2827.234,0.0
2.635,3.434,1.721,2.087,55.63,4.61,5.486,318.007,21.615,2626.623,0.0
4.051,3.255,3.519,1.775,82.831,2.354,3.967,476.417,23.751,1442.467,0.0
3.474,1.008,4.717,3.388,96.509,5.149,4.311,177.236,17.756,276.416,1.072
5.65,3.621,2.41,3.97,274.791,4.461,3.509,726.846,27.341,1902.403,0.268
2.666,3.177,1.676,4.935,355.192,5.785,4.956,950.516,29.685,19974.988,1.877
5.687,2.063,1.423,1.055,196.213,4.59,5.858,770.326,27.54,1799.768,1.072
5.548,1.704,4.243,2.108,33.488,4.064,3.7,104.999,15.681,447.99,2.413
1.606,2.467,2.924,4.985,77.28,3.192,4.281,466.801,24.024,7424.635,0.804
4.618,2.785,2.407,4.28,186.249,2.57,5.192,1049.743,29.029,5763.266,0.0
2.144,2.777,3.378,3.582,345.343,5.216,4.168,2412.216,38.861,11440.383,2.145
1.973,2.859,4.183,4.044,349.076,1.127,4.468,2286.516,38.19,5406.442,0.0
4.214,1.165,3.731,4.426,138.823,5.602,4.56,585.212,24.815,739.377,0.268
3.963,2.42,1.712,4.736,188.827,5.858,4.944,749.864,27.262,5344.582,1.072
2.113,2.985,2.308,3.394,148.513,3.391,2.828,302.268,21.085,3172.977,0.536
5.227,1.408,2.709,1.744,242.681,2.204,4.901,861.04,29.163,6825.199,1.34
4.367,2.671,3.021,4.817,178.656,3.372,5.68,838.664,28.154,4541.891,2.145
5.255,3.072,2.738,4.803,342.103,5.663,3.826,711.147,26.867,3529.733,2.145
4.358,2.014,2.532,2.143,371.611,4.749,3.815,676.837,26.984,5006.125,1.34
4.711,1.205,3.434,3.687,151.948,3.122,4.165,342.115,21.484,1747.125,2.145
3.675,2.835,2.031,3.613,57.512,3.403,2.515,89.415,14.449,1340.568,1.609
2.165,3.552,3.115,2.538,279.881,2.12,4.245,1257.361,33.108,16405.662,0.268
1.504,1.505,3.964,3.388,62.162,1.125,3.904,156.74,16.988,1150.54,1.34
1.718,2.163,2.411,1.518,373.016,1.511,2.739,1000.805,30.255,10325.148,0.536
1.569,1.201,3.388,1.759,307.937,3.697,5.985,1152.597,31.726,15375.731,1.877
4.842,3.83,3.027,2.361,196.458,1.863,3.315,445.39,23.493,2269.884,0.536
4.729,2.62,3.64,4.889,334.722,2.081,2.002,2299.547,37.536,9362.932,0.268
2.433,3.321,4.432,2.889,360.203,5.228,3.063,1254.97,32.832,6574.048,2.145
2.462,3.267,2.796,2.459,214.032,2.093,2.937,982.435,30.17,2774.448,0.0
3.259,1.46,3.182,4.675,338.701,1.812,4.534,460.783,23.178,2412.978,1.072
3.892,1.24,1.219,2.176,239.692,2.661,4.686,518.448,25.474,7642.808,3.217
5.089,1.653,3.52,2.761,205.313,3.329,4.484,2042.892,39.402,10167.317,0.0
3.083,1.01,1.93,1.721,281.147,3.852,4.111,870.327,28.895,15349.722,2.145
2.359,1.491,2.367,4.125,39.905,2.293,2.429,126.95,16.164,2464.763,2.413
5.68,2.695,1.131,3.516,309.477,4.029,2.55,709.558,28.697,7144.757,0.536
3.394,1.697,2.565,4.395,197.996,3.99,3.796,461.105,22.821,1303.641,1.072
4.44,2.0,4.759,3.034,56.032,5.805,3.141,173.514,17.863,266.774,2.681
1.451,2.802,4.054,2.017,270.735,5.868,2.437,503.485,24.655,1845.069,2.145
5.03,3.145,2.966,3.436,258.617,4.712,4.33,1300.06,32.003,1709.931,0.0
2.741,2.845,4.789,3.496,324.492,5.068,5.794,932.521,29.731,2824.888,0.0
3.607,1.495,4.498,3.595,200.087,5.629,2.506,765.989,27.763,2964.915,2.681
3.432,2.997,3.154,3.579,298.018,4.864,3.589,466.462,23.141,1589.87,1.609
3.692,3.939,3.208,2.098,255.562,5.502,3.191,602.313,25.663,1723.539,1.072
5.665,3.215,1.864,3.032,364.4,3.444,4.232,939.706,29.607,2010.301,1.609
2.883,2.506,3.138,4.007,207.144,1.845,2.182,488.365,23.414,6379.493,2.145
5.855,1.72,3.547,1.862,368.993,5.488,5.118,1005.021,31.612,2364.685,0.268
3.716,2.579,2.443,1.894,331.081,4.521,5.293,514.267,24.938,4720.852,2.145
5.142,2.545,3.035,1.802,386.461,3.615,2.744,1234.612,32.731,4635.505,0.536
3.952,2.844,1.841,4.657,384.19,5.747,4.247,1120.53,32.452,16890.003,2.413
5.019,1.206,4.131,2.443,73.797,1.005,4.886,451.544,23.142,850.47,0.536
4.094,2.935,4.972,2.148,254.072,2.462,3.939,2056.623,37.111,4189.777,0.0
4.701,3.949,3.479,1.451,244.144,5.361,5.729,1117.247,32.119,2245.843,0.268
3.464,3.262,2.35,3.432,353.963,4.369,5.575,2148.931,38.346,13016.689,0.268
1.636,2.292,3.427,2.594,369.506,3.186,5.943,1936.703,36.525,9635.132,0.268
5.335,3.084,3.831,3.125,387.099,5.198,3.712,3031.912,43.176,5231.038,0.536
3.484,1.785,2.948,2.006,347.907,5.395,4.843,1306.594,33.195,3939.142,0.268
2.504,1.239,2.85,3.431,55.273,4.557,2.36,81.443,13.71,667.835,0.0
5.952,1.912,4.501,3.226,193.488,2.702,4.508,616.143,25.482,639.524,1.072
5.898,2.932,1.311,1.542,41.738,3.226,3.802,328.33,21.558,1558.764,0.268
3.8,3.564,3.089,2.172,11.415,3.894,4.452,50.062,12.163,244.796,0.536
3.34,2.294,2.073,2.182,361.694,2.282,5.378,1331.395,34.116,18641.823,0.268
2.63,2.506,4.749,2.968,63.911,3.721,3.03,383.953,22.901,2315.894,1.877
3.067,2.507,4.503,1.584,204.354,5.098,4.76,1140.95,30.974,2339.671,1.609
5.455,2.771,4.077,2.96,243.96,3.055,3.107,1236.16,33.323,5697.449,2.413
3.599,3.694,3.788,3.491,110.794,2.031,5.517,973.962,30.35,11630.824,0.536
5.787,2.194,2.796,1.605,298.204,1.115,5.223,1152.002,32.831,5938.308,2.681
5.245,2.337,4.837,1.306,336.53,5.916,5.839,1375.745,33.0,1069.697,0.536
5.545,1.062,4.632,4.072,128.012,2.017,3.279,531.367,25.866,2949.291,2.949
2.727,3.016,3.567,2.424,118.919,3.053,3.577,437.438,22.942,3054.84,0.268
2.693,2.977,4.924,3.653,215.974,4.261,2.66,927.78,29.939,3533.293,1.609
1.244,1.565,2.653,1.719,220.445,3.825,4.452,1112.71,32.783,9521.053,1.072
4.826,1.419,4.015,2.701,217.214,1.388,5.397,959.158,29.85,2033.978,0.536
1.469,2.72,2.08,2.199,34.577,5.319,5.92,124.586,16.03,332.857,2.145
4.975,3.035,2.413,4.72,145.106,5.67,5.254,564.778,24.732,938.463,0.0
1.386,3.363,2.232,3.49,264.05,4.412,5.071,739.91,27.168,10831.346,1.072
1.001,3.225,1.933,1.735,364.657,1.419,5.568,1336.901,32.292,8351.251,0.0
3.492,2.79,2.621,2.288,115.902,1.007,4.493,322.913,21.479,2504.327,2.145
2.371,3.952,1.254,1.392,35.199,2.185,5.338,138.495,16.611,1146.405,0.536
3.373,3.582,3.867,1.199,296.612,3.246,4.56,406.209,23.429,3162.666,1.609
2.011,2.411,3.448,2.229,54.735,5.526,3.535,343.048,23.045,2409.361,0.268
5.309,3.073,2.217,2.329,118.159,4.113,4.435,444.385,23.97,896.147,0.268
4.281,1.391,1.953,3.687,304.1,4.246,3.1,770.491,27.878,9403.848,1.072
3.545,3.301,4.085,2.653,235.297,3.515,2.555,1052.72,31.202,4133.86,1.072
5.173,3.71,3.96,3.819,16.241,5.457,2.783,90.343,14.616,171.978,0.268
5.037,2.058,2.369,2.785,253.297,4.717,3.483,1175.916,31.428,3227.579,0.268
5.6,3.418,1.805,2.796,196.329,4.415,4.483,565.547,25.12,3479.392,1.609
2.302,2.499,3.638,1.738,369.187,4.515,4.51,1293.825,33.682,11811.164,2.681
1.582,1.83,4.291,1.319,105.81,4.375,3.176,470.061,24.84,1252.805,0.536
4.119,3.837,2.341,2.365,253.354,3.271,5.562,643.803,26.195,4958.023,1.609
4.067,3.486,3.397,4.038,44.396,4.511,4.027,288.278,19.839,459.657,0.0
5.019,2.915,2.143,4.805,75.407,2.675,3.031,170.957,18.27,1457.054,1.072
2.239,1.619,1.9,1.63,55.415,3.506,2.865,158.724,17.698,2008.821,3.217
1.956,1.867,2.676,4.148,385.608,2.446,3.064,663.74,27.436,15074.21,1.072
3.601,2.885,4.517,3.793,33.692,3.433,5.914,163.37,17.634,189.336,0.268
2.459,2.045,2.163,4.327,261.274,4.555,4.221,890.92,29.093,9815.209,0.0
1.293,1.078,3.653,3.477,137.212,2.869,4.996,330.449,21.018,4641.668,2.145
3.685,1.696,2.523,3.051,208.261,4.833,3.924,404.123,22.989,3027.794,1.072
2.922,1.478,1.751,3.066,238.286,4.27,4.169,771.342,28.84,8046.052,1.072
2.047,2.605,2.963,3.997,339.841,1.575,3.234,620.629,25.55,2073.154,0.536
1.395,2.861,2.583,3.575,350.22,1.996,2.751,855.986,27.432,8745.82,0.0
3.894,1.579,3.383,2.538,251.226,1.099,5.797,531.686,24.801,2164.765,2.145
1.394,2.534,2.76,4.321,282.34,5.435,3.651,757.117,27.801,13454.978,1.609
3.991,1.714,3.423,2.691,62.44,5.857,4.526,138.856,16.373,266.096,3.217
4.82,1.402,3.566,4.666,312.175,4.262,4.06,480.698,23.953,1950.077,1.072
2.646,1.395,2.752,4.969,240.584,2.587,2.67,430.004,23.083,2776.926,1.609
2.078,2.58,3.233,4.872,331.513,5.681,2.517,689.14,26.966,5114.076,0.268
3.686,3.467,1.051,4.347,363.517,2.336,5.771,975.173,29.414,10719.872,0.536
2.291,2.987,3.734,2.579,223.144,2.773,4.302,869.847,28.91,4725.849,0.536
4.703,3.9,1.413,2.099,214.805,4.857,4.829,816.034,29.078,3492.983,0.0
1.099,2.715,3.914,3.826,164.486,1.826,5.268,611.561,25.685,6504.034,2.681
2.07,1.281,4.866,1.435,137.066,1.046,5.951,340.891,21.143,1436.764,1.34
5.589,2.022,1.653,2.508,279.04,2.483,3.447,639.71,26.893,7344.12,2.681
4.434,2.481,3.258,3.541,346.717,1.83,3.835,886.41,28.255,3058.696,0.536
4.539,2.131,1.71,3.023,259.903,3.826,4.662,1030.18,30.845,5307.2,0.804
3.159,1.285,3.722,1.897,54.243,4.229,4.063,154.756,17.013,665.811,1.34
4.446,3.87,2.583,2.541,326.532,1.626,2.977,1146.72,30.985,2888.001,0.0
4.046,3.971,2.669,1.284,92.246,5.816,2.917,473.668,24.656,1513.806,2.145
2.664,2.329,2.385,1.283,356.943,4.755,3.263,871.848,28.592,2453.802,0.0
4.602,3.817,4.715,2.266,246.15,5.542,3.547,1099.866,32.946,2125.826,0.268
5.05,1.961,4.508,4.231,177.255,5.026,4.788,689.184,26.282,2471.446,2.145
2.085,3.857,2.211,2.398,301.949,3.814,3.629,492.286,24.455,7845.079,2.145
1.911,3.024,1.853,1.554,116.391,5.263,5.303,674.728,27.493,1756.306,0.0
2.125,3.299,3.652,2.391,317.758,2.357,5.905,1246.526,32.05,5217.588,0.0
4.807,1.507,1.071,2.847,330.402,4.493,4.632,1065.506,30.85,8301.898,1.609
1.751,1.23,1.361,3.016,288.529,5.845,5.849,870.834,28.505,10595.523,0.0
4.063,3.946,2.424,4.575,84.355,5.222,4.833,393.75,22.367,678.248,0.0
5.202,3.824,2.624,2.224,13.115,4.303,3.751,28.818,10.386,73.592,2.145
4.55,2.625,4.408,3.675,191.687,3.78,2.371,755.004,28.347,3944.672,1.609
5.544,2.774,3.66,2.634,24.304,3.025,3.345,115.539,15.976,783.255,1.072
3.248,1.982,3.527,3.847,161.833,1.913,2.495,217.151,18.966,3121.038,2.145
2.133,2.501,4.445,2.345,27.023,5.771,2.898,119.978,15.585,178.733,1.072
4.083,1.293,3.0,2.004,290.345,5.646,3.984,1413.222,33.958,4917.876,0.536
4.551,2.613,3.966,2.147,217.967,3.819,5.928,455.904,24.912,2485.669,1.609
2.436,2.717,4.053,4.289,391.137,5.14,3.34,1244.499,31.276,5880.506,1.34
5.618,3.144,1.113,3.389,287.45,5.541,4.149,390.13,21.837,853.477,1.072
5.185,3.336,4.729,2.107,28.202,4.987,5.948,157.695,17.046,178.317,2.145
3.661,2.948,4.811,3.303,249.156,1.125,2.035,516.137,24.499,2136.384,0.0
1.112,2.821,3.842,1.807,385.856,5.749,4.138,1138.508,31.614,3758.521,0.536
2.35,2.969,4.937,1.299,363.756,2.088,2.807,1453.94,34.83,5575.3,1.877
2.72,3.89,1.789,4.157,276.951,2.265,4.243,774.037,27.755,24345.197,1.34
4.403,2.438,2.551,4.357,49.078,5.976,5.644,99.929,14.733,157.824,0.0
1.229,1.898,1.504,1.067,383.264,2.266,5.267,1889.999,38.159,14879.144,0.536
2.626,2.462,1.633,4.075,250.126,3.223,4.014,779.681,27.162,19721.353,1.34
2.295,3.331,2.798,4.565,90.318,1.195,2.646,583.403,25.608,4155.113,0.268
1.34,3.651,3.611,1.66,102.317,6.0,2.146,210.253,19.096,565.551,0.0
5.2,3.172,2.485,3.539,204.964,5.62,3.831,649.643,26.696,2544.917,2.145
1.923,3.288,4.552,4.305,344.642,1.856,2.314,1214.253,32.254,5977.808,0.268
1.386,3.743,3.755,1.807,336.571,5.416,5.865,1519.716,35.597,10856.531,0.536
3.622,1.773,4.806,4.93,290.117,3.534,4.28,1208.519,30.98,2710.609,0.536
3.366,1.798,3.668,1.39,270.127,1.926,5.374,1752.676,36.548,8124.143,0.536
2.743,2.144,1.838,1.924,22.52,1.381,5.814,70.391,13.659,810.44,1.072
4.472,3.615,1.253,1.495,336.409,3.489,3.02,878.715,29.482,13332.226,0.536
4.244,1.872,2.65,1.458,199.061,3.757,4.728,836.558,29.927,8463.63,0.268
2.024,2.085,4.36,2.306,288.955,3.232,5.16,1015.687,30.319,6021.753,0.804
3.536,1.522,1.174,1.386,196.686,5.704,4.374,485.55,24.634,2800.707,1.072
5.844,1.546,1.672,2.849,217.86,4.831,3.292,326.997,21.326,2056.283,2.145
2.891,3.725,1.274,2.156,270.966,5.886,2.419,860.221,28.27,5436.994,0.536
4.062,1.093,2.246,1.124,345.913,2.654,4.357,881.668,30.792,9343.221,2.145
1.659,2.981,2.608,1.046,79.683,2.867,5.473,162.689,17.465,1068.342,0.536
4.951,2.64,3.676,1.543,14.391,5.92,2.545,58.837,12.424,49.894,1.609
5.22,2.352,2.684,4.44,38.258,5.555,5.365,227.829,18.755,415.187,0.0
2.881,3.635,4.271,2.092,160.441,1.824,3.735,1606.842,36.047,11235.357,1.609
5.12,1.361,2.251,4.607,253.01,3.007,4.594,1044.012,29.961,7181.627,1.072
3.485,3.316,2.911,4.157,167.525,3.042,2.686,419.783,23.002,4097.857,1.609
4.111,1.698,3.727,1.991,25.948,4.922,3.962,39.511,11.275,92.002,1.072
5.432,2.018,1.802,3.464,327.795,1.398,3.506,803.709,28.61,7262.843,0.536
2.395,3.127,1.094,1.383,255.773,2.313,2.69,807.762,28.113,6725.404,0.536
3.563,3.521,3.41,1.589,180.588,5.721,2.202,776.027,28.456,2331.225,1.072
5.652,2.385,3.447,3.812,314.594,3.246,5.958,787.114,26.746,1834.646,0.536
2.053,3.867,2.182,1.979,210.964,4.627,4.998,617.521,26.27,4620.032,1.072
2.673,3.727,4.526,4.141,235.706,5.782,3.965,2524.973,42.294,19212.329,1.877
4.501,1.182,2.61,3.505,200.563,1.966,5.936,360.518,21.922,1237.843,0.536
4.216,2.123,3.766,2.793,342.888,1.191,5.239,2287.419,39.362,12584.648,1.072
4.567,2.663,3.857,3.114,381.07,4.897,3.622,1002.943,30.428,5028.787,0.0
3.998,3.572,4.085,3.65,230.514,4.603,3.806,1384.213,34.09,3867.114,0.0
3.816,2.178,4.287,3.086,311.686,1.934,3.53,1888.078,37.5,16076.223,2.413
4.87,3.1,1.292,1.488,285.744,3.164,3.612,1302.3,31.729,5245.887,0.268
2.743,1.052,3.089,2.181,376.913,2.609,2.194,905.801,29.67,7558.725,2.681
1.37,3.877,3.764,3.087,120.507,2.536,5.211,500.748,24.928,2090.414,0.0
2.021,2.718,4.795,2.968,85.157,3.759,3.543,450.088,24.006,3704.563,2.145
4.364,1.411,3.953,1.805,239.059,2.599,5.344,880.955,29.346,3616.858,3.217
4.898,3.77,2.353,3.732,174.186,2.669,5.175,575.909,25.722,2520.228,0.0
4.076,3.005,3.093,2.812,210.125,1.414,4.229,585.047,25.503,5067.59,1.609
1.093,2.116,1.184,3.126,140.532,3.513,3.583,458.261,24.975,11737.923,1.072
2.145,1.911,2.29,1.102,131.125,3.857,3.083,375.276,22.924,5971.219,2.145
3.03,1.358,3.965,1.931,372.288,4.766,2.122,867.993,28.935,3330.434,1.34
3.518,2.249,1.831,1.322,331.687,3.18,5.431,1061.23,32.227,15272.461,1.072
1.318,1.044,3.843,4.919,343.562,1.887,4.996,685.802,26.409,11421.663,2.145
1.896,2.728,4.063,1.607,222.626,3.392,3.708,793.132,28.551,4435.787,1.609
5.51,3.387,3.54,2.301,136.434,4.648,2.253,295.61,21.746,738.709,0.536
1.972,2.194,4.257,3.052,292.239,3.395,2.453,1873.364,38.854,18651.793,2.145
5.622,2.899,1.503,3.131,20.512,2.131,4.401,294.983,20.967,1657.894,0.804
4.334,1.337,2.21,2.554,146.292,1.751,5.8,567.444,24.8,3869.739,1.072
2.611,1.41,2.513,3.723,152.499,4.205,4.735,340.136,22.112,2218.203,1.072
2.681,2.943,1.869,3.955,324.409,2.065,4.901,1932.743,37.335,22855.737,0.0
1.609,1.666,3.838,1.538,196.434,5.895,4.067,300.275,20.439,702.493,0.536
2.705,2.049,1.517,4.009,128.885,2.018,2.203,457.347,23.025,8679.004,1.072
4.701,1.426,3.06,3.538,18.779,1.943,2.816,86.096,14.13,309.788,1.072
4.127,3.329,1.39,1.213,67.949,3.831,3.218,380.989,22.203,1657.417,2.145
3.689,2.344,3.494,1.862,55.272,1.015,5.554,322.839,21.034,1663.041,1.34
2.017,1.566,3.915,4.201,42.554,2.299,5.376,127.861,15.681,592.241,2.145
4.848,3.653,3.326,2.901,262.43,5.784,4.914,894.454,28.451,2793.859,1.072
1.733,2.62,4.958,4.343,63.683,2.812,5.525,288.557,20.172,592.033,0.0
5.678,2.277,1.576,4.049,115.637,2.279,5.508,236.724,19.23,603.971,1.072
2.589,1.572,2.442,1.256,391.537,3.79,3.04,886.855,30.604,15372.374,3.217
1.807,3.655,3.004,2.493,383.887,1.552,5.312,783.048,28.557,9450.744,2.145
1.701,1.956,1.646,4.625,53.576,4.943,5.134,187.493,17.658,1370.196,1.072
4.83,3.923,2.022,4.372,228.075,4.995,2.558,1282.306,33.16,5946.474,1.609
2.144,2.301,2.138,1.617,92.116,5.373,3.808,430.85,23.958,2579.488,0.804
3.068,3.801,1.164,4.493,279.146,5.162,3.993,409.525,23.002,3644.934,2.145
4.047,1.366,4.905,4.427,55.348,1.973,2.234,170.443,17.331,749.423,0.0
3.172,3.289,3.339,4.608,181.146,3.426,3.775,675.308,26.355,4347.997,0.268
1.206,1.191,1.031,2.753,295.161,5.838,4.03,613.268,25.738,3512.81,1.34
4.894,1.397,2.092,2.312,112.949,5.12,2.462,237.452,19.956,1466.867,0.0
4.913,2.903,4.92,1.264,45.032,4.476,4.973,285.499,21.125,537.373,1.072
2.479,1.507,4.348,4.5,390.306,1.449,4.355,613.165,25.429,6128.845,2.145
4.894,2.109,3.25,4.534,108.725,1.598,2.592,224.223,18.532,455.712,0.0
5.973,2.287,1.598,3.635,218.691,5.278,4.475,463.634,23.181,702.102,2.145
3.151,1.69,3.86,4.979,85.857,2.011,2.389,203.118,17.963,1725.814,3.485
5.082,2.089,1.126,3.171,343.734,5.836,2.912,1579.387,35.466,6995.477,0.536
5.382,3.171,3.77,3.874,209.603,4.335,5.074,1058.63,31.397,2433.641,0.0
2.822,2.23,4.058,3.642,354.992,5.755,2.119,925.333,29.965,5082.497,1.072
3.096,2.23,3.893,4.328,278.002,3.733,4.771,827.84,27.057,2101.295,0.0
5.465,3.112,4.109,3.088,80.739,5.406,3.974,397.827,22.907,806.44,1.34
5.621,1.678,2.612,3.856,138.782,4.189,2.469,559.847,25.551,2031.616,0.804
1.904,3.315,4.575,2.111,91.225,2.037,4.388,465.539,24.046,2302.087,1.609
2.101,1.946,4.436,2.598,156.589,4.606,3.409,384.042,23.075,1807.498,2.145
5.257,3.606,3.91,3.738,198.695,1.609,5.338,656.31,26.299,2059.862,1.609
3.821,2.63,1.243,4.746,207.914,4.387,5.383,381.754,21.998,3944.643,1.609
2.22,3.088,1.707,3.399,360.889,2.885,4.186,960.416,28.793,12702.823,0.0
1.137,3.345,1.364,2.454,119.066,3.406,2.051,778.652,28.434,7734.514,1.609
3.422,3.025,4.875,4.881,357.956,2.5,3.777,898.785,29.058,3645.924,0.804
1.099,1.103,1.174,2.696,33.621,5.553,5.616,127.817,16.522,898.488,0.536
1.444,2.445,3.552,3.54,135.044,3.536,3.078,601.855,25.814,5164.708,0.0
2.673,2.254,3.936,4.772,382.118,5.482,3.072,815.446,27.444,4282.984,1.877
5.286,3.463,1.379,3.608,91.491,1.045,2.673,258.541,19.988,1998.75,2.145
3.969,2.907,2.984,3.618,282.465,5.093,4.791,736.072,27.408,3006.726,1.072
1.577,3.098,1.83,2.477,374.522,3.802,4.541,803.023,27.927,3361.341,0.0
5.816,1.416,3.115,3.55,224.42,1.547,5.849,1040.294,30.656,6669.703,2.145
5.05,3.601,2.219,1.808,267.038,5.665,4.332,660.814,26.406,1694.143,1.072
4.289,3.456,2.875,2.46,191.685,2.372,2.575,579.564,26.368,6020.66,1.34
1.248,3.708,2.409,1.954,59.027,3.416,3.927,215.371,19.436,2495.892,0.536
4.917,1.214,4.294,1.692,305.532,1.235,3.399,923.545,29.499,6296.796,0.268
4.714,3.047,2.288,4.529,376.076,3.049,5.65,1226.597,32.351,12494.845,1.877
2.476,2.045,1.916,4.052,85.55,3.439,4.994,223.875,18.91,1750.385,0.0
3.384,3.745,1.571,2.09,214.997,4.399,5.666,717.641,27.05,4502.275,0.0
5.615,3.501,1.44,3.746,95.246,4.668,4.505,711.704,26.515,1582.369,0.268
4.331,2.443,3.683,3.974,289.5,4.681,4.51,1518.423,34.658,5381.735,0.0
3.476,1.192,3.258,4.493,85.136,3.285,4.536,475.947,24.39,2794.058,1.34
4.732,3.402,3.754,4.924,104.045,1.279,3.468,397.43,22.643,2632.159,1.877
4.892,2.394,4.416,2.985,151.252,5.981,5.258,415.381,23.437,1187.53,1.072
3.233,1.565,2.046,3.176,119.663,4.391,3.11,362.649,22.049,2662.695,2.145
3.493,2.518,4.126,2.763,373.185,3.27,4.768,1435.29,33.428,3812.861,0.0
2.342,3.778,3.109,2.541,277.059,5.723,5.668,449.133,23.959,2142.224,1.609
1.789,3.567,2.275,3.599,67.2,2.097,2.873,201.608,18.046,1477.065,0.0
5.301,2.062,1.242,3.356,247.182,4.593,5.434,738.65,27.434,2619.16,0.268
3.637,1.91,2.738,4.316,56.754,1.269,3.773,262.492,20.422,2633.706,0.804
4.828,2.568,4.758,2.738,243.004,3.706,4.518,990.526,30.886,1328.387,0.0
5.327,3.423,1.933,1.126,79.117,4.88,4.58,324.899,21.574,1255.848,1.609
3.889,3.796,1.563,1.222,309.775,2.685,4.725,1180.12,32.782,13357.055,0.0
1.819,2.441,1.543,1.969,65.709,3.887,4.012,203.035,18.982,2192.266,0.0
2.504,1.262,4.495,1.897,97.658,5.087,2.877,398.213,22.716,751.213,0.0
4.028,2.728,3.079,4.078,177.056,1.819,4.537,788.137,27.721,2412.697,0.536
4.33,1.032,2.641,4.615,269.912,2.064,2.84,802.865,27.419,7599.435,0.536
4.233,2.841,4.904,3.986,71.753,3.645,4.24,250.786,19.494,931.561,1.877
4.538,2.164,4.439,4.39,119.959,4.517,2.263,304.808,20.413,999.871,1.072
4.23,1.974,3.457,3.743,41.615,1.035,3.245,210.827,18.389,876.54,0.804
1.523,2.203,4.173,4.243,136.028,4.946,5.005,1211.805,31.132,3078.909,0.268
3.451,2.889,4.8,1.442,249.543,3.969,4.926,282.77,20.846,512.314,0.0
1.449,1.409,1.261,3.634,246.491,4.864,4.332,912.252,30.088,25017.332,1.34
5.64,1.899,3.384,1.578,117.649,4.972,2.031,377.986,22.696,525.435,1.072
3.386,1.48,1.173,4.706,226.248,1.231,4.505,252.317,19.387,5559.01,3.217
5.489,2.727,4.867,2.469,85.832,2.955,3.027,253.929,20.406,734.609,2.145
4.421,3.478,4.004,1.567,154.997,2.412,2.298,502.467,25.64,1966.247,0.536
2.232,2.422,4.944,4.155,389.476,2.45,4.232,1922.038,35.219,3587.717,0.0
2.892,3.051,4.94,3.181,364.932,1.47,4.761,2689.089,41.297,10032.067,0.0
2.386,3.601,1.117,4.973,389.628,3.572,2.702,610.946,25.176,9277.631,1.072
3.638,2.96,2.116,4.714,81.152,4.9,3.955,254.99,20.537,2907.413,1.072
5.421,1.142,2.65,4.793,27.185,3.576,3.166,89.962,14.24,181.695,1.072
2.99,2.564,2.198,1.729,140.245,4.841,2.692,462.232,24.223,2415.619,2.681
3.856,1.662,4.195,3.517,242.103,4.646,4.104,431.542,23.921,2564.84,1.072
3.233,3.14,3.739,2.579,88.724,2.775,2.134,220.813,18.833,324.802,0.0
2.408,2.398,2.501,1.152,379.767,4.91,3.268,1312.369,33.9,11759.459,0.536
2.412,2.807,3.207,2.338,142.44,1.346,3.385,912.227,29.226,5803.513,0.268
1.504,2.308,1.917,4.092,130.591,3.792,4.559,446.299,24.28,4084.548,0.0
4.081,3.289,3.253,3.957,53.028,2.323,3.93,185.445,17.505,978.581,1.609
5.789,2.182,3.139,2.482,296.425,1.73,2.597,1721.17,35.8,5790.537,0.536
2.161,3.962,4.724,2.868,340.016,4.479,2.22,1519.37,35.478,2466.167,0.0
3.276,3.08,4.837,3.565,235.661,1.141,5.522,712.168,26.552,1297.22,0.0
2.25,1.808,2.057,1.658,36.018,4.02,3.066,111.758,15.737,1602.853,2.145
2.728,2.344,3.5,4.377,238.342,4.004,5.753,967.934,28.757,2301.014,0.0
2.737,2.265,1.864,1.44,46.213,1.11,4.419,147.251,16.82,764.876,0.0
4.109,1.317,1.636,1.365,373.203,2.638,4.463,610.314,25.667,2950.391,0.536
4.78,3.293,1.768,2.59,189.166,5.026,2.691,895.89,29.011,3076.893,0.0
1.125,2.801,1.145,4.594,92.048,3.432,5.681,274.701,19.62,5963.782,2.145
5.687,3.821,2.471,1.388,359.474,4.613,5.52,1153.351,32.209,2107.562,0.536
1.097,1.616,2.064,1.96,362.197,5.252,3.509,1037.844,30.567,9702.589,0.536
5.501,3.115,1.367,2.081,208.478,5.165,5.574,1415.795,34.445,6712.68,2.681
5.472,1.784,1.741,2.351,275.14,2.686,4.284,877.877,29.615,6004.215,1.072
1.07,3.43,3.135,1.601,12.646,1.896,2.296,69.672,13.45,448.033,0.268
3.932,3.296,2.555,3.473,98.548,3.361,4.37,332.953,21.377,2805.285,1.609
1.378,3.862,3.613,4.058,297.983,4.457,2.762,887.149,27.796,3464.669,0.536
2.722,2.526,4.778,2.635,220.134,1.56,5.983,1110.376,31.282,3828.583,0.0
1.525,3.381,1.47,2.664,92.63,1.856,3.69,251.593,19.932,2968.45,0.0
1.29,1.283,1.127,3.324,77.248,1.298,2.598,210.141,18.943,4159.147,0.536
2.021,3.995,2.613,2.49,139.594,1.276,2.417,1239.706,33.199,8146.921,1.072
2.087,1.294,1.955,1.009,361.375,2.333,2.989,707.104,27.881,10442.278,1.072
